Reporter,Year,Partner,Product categories,Indicator Type,Indicator,Indicator Value
Montenegro,2018,World,Stone and Glass,Export,Export Product share(%),1.0406
Montenegro,2018,World,Metals,Export,Export Product share(%),30.1116
Montenegro,2018,World,Mach and Elec,Export,Export Product share(%),4.9903
Montenegro,2018,World,Transportation,Export,Export Product share(%),3.5246
Montenegro,2018,World,Miscellaneous,Export,Export Product share(%),1.3964
Montenegro,2018,World,Raw materials,Export,Export Product share(%),17.6198
Montenegro,2018,World,Intermediate goods,Export,Export Product share(%),48.3124
Montenegro,2018,World,Consumer goods,Export,Export Product share(%),26.9603
Montenegro,2018,World,Capital goods,Export,Export Product share(%),7.1075
Montenegro,2018,World,Raw materials,Import,Import Product share(%),8.3922
Montenegro,2018,World,Intermediate goods,Import,Import Product share(%),18.29
Montenegro,2018,World,Consumer goods,Import,Import Product share(%),53.8729
Montenegro,2018,World,Capital goods,Import,Import Product share(%),19.4449
Montenegro,2018,World,Raw materials,Tariff,Weighted Average (%),5.728078656
Montenegro,2018,World,Intermediate goods,Tariff,Weighted Average (%),0.832715663
Montenegro,2018,World,Consumer goods,Tariff,Weighted Average (%),3.927694358
Montenegro,2018,World,Capital goods,Tariff,Weighted Average (%),0.339585173
Montenegro,2018,World,All Products,Trade Indicator,World Growth (%),3.499290229
Montenegro,2018,World,All Products,Trade Indicator,Country Growth (%),-9.025654898
Montenegro,2018,World,All Products,Tariff,Simple Average (%),1.803372588
Montenegro,2018,World,All Products,Tariff,Weighted Average (%),2.844877349
Montenegro,2018,World,All Products,Tariff,Maximum Rate (%),45
Montenegro,2018,World,All Products,Tariff,Duty Free Tariff Lines Share (%),71.77736939
Montenegro,2018,...,...,Trade Indicator,Index of export market penetration,1.816348532
Montenegro,2018,...,...,Trade Indicator,HH Market concentration index,0.057359492
Montenegro,2018,...,...,Development,Trade Balance (% of GDP),-23.85929622
Montenegro,2018,...,...,Development,Trade in services (% of GDP),46.6798141
Montenegro,2018,...,...,Development,Trade (% of GDP),109.6092968
Montenegro,2018,...,...,Development,"GNI per capita, Atlas method (current US$)",8430
Mozambique,2018,India,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1435.777689
Mozambique,2018,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,1102.933248
Mozambique,2018,South Africa,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,895.8795825
Mozambique,2018,China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,301.8892982
Mozambique,2018,"Hong Kong, China",All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,124.1532554
Mozambique,2018,South Africa,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,1772.616966
Mozambique,2018,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,799.4582737
Mozambique,2018,United Arab Emirates,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,518.8743559
Mozambique,2018,Netherlands,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,517.9843667
Mozambique,2018,India,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,490.2910467
Mozambique,2018,World,Animal,Export,Export(US$ Mil),28.45876112
Mozambique,2018,World,Vegetable,Export,Export(US$ Mil),133.5875157
Mozambique,2018,World,Food Products,Export,Export(US$ Mil),427.5477769
Mozambique,2018,World,Minerals,Export,Export(US$ Mil),295.9962084
Mozambique,2018,World,Fuels,Export,Export(US$ Mil),2419.05886
Mozambique,2018,World,Chemicals,Export,Export(US$ Mil),44.34268493
Mozambique,2018,World,Plastic or Rubber,Export,Export(US$ Mil),4.16099115
Mozambique,2018,World,Hides and Skins,Export,Export(US$ Mil),1.95185939
Mozambique,2018,World,Wood,Export,Export(US$ Mil),85.20352708
Mozambique,2018,World,Textiles and Clothing,Export,Export(US$ Mil),14.64724448
Mozambique,2018,World,Footwear,Export,Export(US$ Mil),21.10244251
Mozambique,2018,World,Stone and Glass,Export,Export(US$ Mil),201.3328963
Mozambique,2018,World,Metals,Export,Export(US$ Mil),1365.772451
Mozambique,2018,World,Mach and Elec,Export,Export(US$ Mil),83.88752419
Mozambique,2018,World,Transportation,Export,Export(US$ Mil),27.59909105
Mozambique,2018,World,Miscellaneous,Export,Export(US$ Mil),40.92969829
Mozambique,2018,World,Raw materials,Export,Export(US$ Mil),1423.65642
Mozambique,2018,World,Intermediate goods,Export,Export(US$ Mil),3073.51042
Mozambique,2018,World,Consumer goods,Export,Export(US$ Mil),477.8622757
Mozambique,2018,World,Capital goods,Export,Export(US$ Mil),72.17070708
Mozambique,2018,World,Raw materials,Import,Import(US$ Mil),374.0553153
Mozambique,2018,World,Intermediate goods,Import,Import(US$ Mil),1789.126014
Mozambique,2018,World,Consumer goods,Import,Import(US$ Mil),2916.085024
Mozambique,2018,World,Capital goods,Import,Import(US$ Mil),1571.729631
Mozambique,2018,World,All Products,Export,Exports (in US$ Mil),5195.579533
Mozambique,2018,World,All Products,Import,Imports (in US$ Mil),6785.547384
Mozambique,2018,World,All Products,Tariff,Duty Free Imports (US$ Thousand),2173497.511
Mozambique,2018,...,...,Development,Trade Balance (current US$ Mil),-5366.36744
Mozambique,2018,...,...,Development,GDP (current US$ Mil),14717.22321
Mozambique,2018,...,...,Tariff,No. Of Tariff Agreement,4
Mozambique,2018,...,...,Import,No. Of Import partners,190
Mozambique,2018,...,...,Import,No. Of Import products,3820
Mozambique,2018,...,...,Export,No. Of Export partners,126
Mozambique,2018,...,...,Export,No. Of Export products,1568
Mozambique,2018,...,...,Others,Population,29495962
Mozambique,2018,...,...,Others,Ease of Doing Business Rank,138
Mozambique,2018,...,...,Others,Trading Across Borders Rank,109
Mozambique,2018,...,...,Others,CPIA Trade Ratings,4
Mozambique,2016,...,...,Others,LPI Rank,84
Mozambique,2016,...,...,Others,LPI Score,2.684105
Mozambique,2009,...,...,Others,Overall Trade Restrictiveness Index -  Applied Tariff,0.0351135
Mozambique,2009,...,...,Others,Overall Trade Restrictiveness Index - MFN Tariff,0.0589387
Mozambique,,...,...,Others,Services Trade Restrictions Index - Over All,18.6
Mozambique,2018,India,All Products,Export,Partner share(%)-Top 5 Export Partner,27.6346
Mozambique,2018,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,21.2283
Mozambique,2018,South Africa,All Products,Export,Partner share(%)-Top 5 Export Partner,17.2431
Mozambique,2018,China,All Products,Export,Partner share(%)-Top 5 Export Partner,5.8105
Mozambique,2018,"Hong Kong, China",All Products,Export,Partner share(%)-Top 5 Export Partner,2.3896
Mozambique,2018,South Africa,All Products,Import,Partner share(%)-Top 5 Import Partner,26.1234
Mozambique,2018,China,All Products,Import,Partner share(%)-Top 5 Import Partner,11.7818
Mozambique,2018,United Arab Emirates,All Products,Import,Partner share(%)-Top 5 Import Partner,7.6468
Mozambique,2018,Netherlands,All Products,Import,Partner share(%)-Top 5 Import Partner,7.6336
Mozambique,2018,India,All Products,Import,Partner share(%)-Top 5 Import Partner,7.2255
Mozambique,2018,World,Animal,Export,Export Product share(%),0.5477
Mozambique,2018,World,Vegetable,Export,Export Product share(%),2.5712
Mozambique,2018,World,Food Products,Export,Export Product share(%),8.2291
Mozambique,2018,World,Minerals,Export,Export Product share(%),5.6971
Mozambique,2018,World,Fuels,Export,Export Product share(%),46.5599
Mozambique,2018,World,Chemicals,Export,Export Product share(%),0.8535
Mozambique,2018,World,Plastic or Rubber,Export,Export Product share(%),0.0801
Mozambique,2018,World,Hides and Skins,Export,Export Product share(%),0.0376
Mozambique,2018,World,Wood,Export,Export Product share(%),1.6399
Mozambique,2018,World,Textiles and Clothing,Export,Export Product share(%),0.2819
Mozambique,2018,World,Footwear,Export,Export Product share(%),0.4062
Mozambique,2018,World,Stone and Glass,Export,Export Product share(%),3.8751
Mozambique,2018,World,Metals,Export,Export Product share(%),26.2872
Mozambique,2018,World,Mach and Elec,Export,Export Product share(%),1.6146
Mozambique,2018,World,Transportation,Export,Export Product share(%),0.5312
Mozambique,2018,World,Miscellaneous,Export,Export Product share(%),0.7878
Mozambique,2018,World,Raw materials,Export,Export Product share(%),27.4013
Mozambique,2018,World,Intermediate goods,Export,Export Product share(%),59.1563
Mozambique,2018,World,Consumer goods,Export,Export Product share(%),9.1975
Mozambique,2018,World,Capital goods,Export,Export Product share(%),1.3891
Mozambique,2018,World,Raw materials,Import,Import Product share(%),5.5125
Mozambique,2018,World,Intermediate goods,Import,Import Product share(%),26.3667
Mozambique,2018,World,Consumer goods,Import,Import Product share(%),42.9749
Mozambique,2018,World,Capital goods,Import,Import Product share(%),23.1629
Mozambique,2018,World,Raw materials,Tariff,Weighted Average (%),2.568653285
Mozambique,2018,World,Intermediate goods,Tariff,Weighted Average (%),2.688956234
Mozambique,2018,World,Consumer goods,Tariff,Weighted Average (%),6.496149794
Mozambique,2018,World,Capital goods,Tariff,Weighted Average (%),3.807220674
Mozambique,2018,World,All Products,Trade Indicator,World Growth (%),3.499290229
Mozambique,2018,World,All Products,Trade Indicator,Country Growth (%),5.122507492
Mozambique,2018,World,All Products,Tariff,Simple Average (%),8.958972772
Mozambique,2018,World,All Products,Tariff,Weighted Average (%),4.176831484
Mozambique,2018,World,All Products,Tariff,Maximum Rate (%),20
Mozambique,2018,World,All Products,Tariff,Duty Free Tariff Lines Share (%),20.50277606
Mozambique,2018,...,...,Trade Indicator,Index of export market penetration,1.819644181
Mozambique,2018,...,...,Trade Indicator,HH Market concentration index,0.070631435
Mozambique,2018,...,...,Development,Trade Balance (% of GDP),-36.46317899
Mozambique,2018,...,...,Development,Trade in services (% of GDP),34.84611356
Mozambique,2018,...,...,Development,Trade (% of GDP),131.9856568
Mozambique,2018,...,...,Development,"GNI per capita, Atlas method (current US$)",460
Mauritania,2017,China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,698.3173248
Mauritania,2017,Switzerland,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,306.4030489
Mauritania,2017,Spain,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,230.9949852
Mauritania,2017,Japan,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,142.5314674
Mauritania,2017,Italy,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,101.1361734
Mauritania,2017,"Korea, Rep.",All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,636.8589653
Mauritania,2017,United Arab Emirates,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,313.8318429
Mauritania,2017,Norway,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,276.1602797
Mauritania,2017,Belgium,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,229.417196
Mauritania,2017,Netherlands,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,216.1862417
Mauritania,2017,World,Animal,Export,Export(US$ Mil),671.5448777
Mauritania,2017,World,Vegetable,Export,Export(US$ Mil),34.87299942
Mauritania,2017,World,Food Products,Export,Export(US$ Mil),144.4692768
Mauritania,2017,World,Minerals,Export,Export(US$ Mil),815.3892443
Mauritania,2017,World,Fuels,Export,Export(US$ Mil),
Mauritania,2017,World,Chemicals,Export,Export(US$ Mil),8.526247744
Mauritania,2017,World,Plastic or Rubber,Export,Export(US$ Mil),0.261731268
Mauritania,2017,World,Hides and Skins,Export,Export(US$ Mil),0.97461101
Mauritania,2017,World,Wood,Export,Export(US$ Mil),0.078906456
Mauritania,2017,World,Textiles and Clothing,Export,Export(US$ Mil),0.024138707
Mauritania,2017,World,Footwear,Export,Export(US$ Mil),
Mauritania,2017,World,Stone and Glass,Export,Export(US$ Mil),312.1226354
Mauritania,2017,World,Metals,Export,Export(US$ Mil),1.135976573
Mauritania,2017,World,Mach and Elec,Export,Export(US$ Mil),
Mauritania,2017,World,Transportation,Export,Export(US$ Mil),
Mauritania,2017,World,Miscellaneous,Export,Export(US$ Mil),0.030125896
Mauritania,2017,World,Raw materials,Export,Export(US$ Mil),1097.834292
Mauritania,2017,World,Intermediate goods,Export,Export(US$ Mil),886.2328062
Mauritania,2017,World,Consumer goods,Export,Export(US$ Mil),5.242109915
Mauritania,2017,World,Capital goods,Export,Export(US$ Mil),0.121563347
Mauritania,2017,World,Raw materials,Import,Import(US$ Mil),207.6136344
Mauritania,2017,World,Intermediate goods,Import,Import(US$ Mil),339.6565632
Mauritania,2017,World,Consumer goods,Import,Import(US$ Mil),1145.872319
Mauritania,2017,World,Capital goods,Import,Import(US$ Mil),1829.149687
Mauritania,2017,World,All Products,Export,Exports (in US$ Mil),1989.430771
Mauritania,2017,World,All Products,Import,Imports (in US$ Mil),3522.418198
Mauritania,2014,World,All Products,Tariff,Duty Free Imports (US$ Thousand),222746.747
Mauritania,2018,...,...,Development,Trade Balance (current US$ Mil),-1629.359893
Mauritania,2018,...,...,Development,GDP (current US$ Mil),5234.817927
Mauritania,2014,...,...,Tariff,No. Of Tariff Agreement,1
Mauritania,2017,...,...,Import,No. Of Import partners,129
Mauritania,2017,...,...,Import,No. Of Import products,2060
Mauritania,2017,...,...,Export,No. Of Export partners,90
Mauritania,2017,...,...,Export,No. Of Export products,85
Mauritania,2018,...,...,Others,Population,4403319
Mauritania,2018,...,...,Others,Ease of Doing Business Rank,150
Mauritania,2018,...,...,Others,Trading Across Borders Rank,138
Mauritania,2018,...,...,Others,CPIA Trade Ratings,4
Mauritania,2016,...,...,Others,LPI Rank,157
Mauritania,2016,...,...,Others,LPI Score,1.866001
Mauritania,2017,China,All Products,Export,Partner share(%)-Top 5 Export Partner,35.1014
Mauritania,2017,Switzerland,All Products,Export,Partner share(%)-Top 5 Export Partner,15.4015
Mauritania,2017,Spain,All Products,Export,Partner share(%)-Top 5 Export Partner,11.6111
Mauritania,2017,Japan,All Products,Export,Partner share(%)-Top 5 Export Partner,7.1644
Mauritania,2017,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,5.0837
Mauritania,2017,"Korea, Rep.",All Products,Import,Partner share(%)-Top 5 Import Partner,18.0802
Mauritania,2017,United Arab Emirates,All Products,Import,Partner share(%)-Top 5 Import Partner,8.9096
Mauritania,2017,Norway,All Products,Import,Partner share(%)-Top 5 Import Partner,7.8401
Mauritania,2017,Belgium,All Products,Import,Partner share(%)-Top 5 Import Partner,6.5131
Mauritania,2017,Netherlands,All Products,Import,Partner share(%)-Top 5 Import Partner,6.1374
Mauritania,2017,World,Animal,Export,Export Product share(%),33.7556
Mauritania,2017,World,Vegetable,Export,Export Product share(%),1.7529
Mauritania,2017,World,Food Products,Export,Export Product share(%),7.2618
Mauritania,2017,World,Minerals,Export,Export Product share(%),40.9861
Mauritania,2017,World,Fuels,Export,Export Product share(%),
Mauritania,2017,World,Chemicals,Export,Export Product share(%),0.4286
Mauritania,2017,World,Plastic or Rubber,Export,Export Product share(%),0.0132
Mauritania,2017,World,Hides and Skins,Export,Export Product share(%),0.049
Mauritania,2017,World,Wood,Export,Export Product share(%),0.004
Mauritania,2017,World,Textiles and Clothing,Export,Export Product share(%),0.0012
Mauritania,2017,World,Footwear,Export,Export Product share(%),
Mauritania,2017,World,Stone and Glass,Export,Export Product share(%),15.689
Mauritania,2017,World,Metals,Export,Export Product share(%),0.0571
Mauritania,2017,World,Mach and Elec,Export,Export Product share(%),
Mauritania,2017,World,Transportation,Export,Export Product share(%),
Mauritania,2017,World,Miscellaneous,Export,Export Product share(%),0.0015
Mauritania,2017,World,Raw materials,Export,Export Product share(%),55.1833
Mauritania,2017,World,Intermediate goods,Export,Export Product share(%),44.5471
Mauritania,2017,World,Consumer goods,Export,Export Product share(%),0.2635
Mauritania,2017,World,Capital goods,Export,Export Product share(%),0.0061
Mauritania,2017,World,Raw materials,Import,Import Product share(%),5.8941
Mauritania,2017,World,Intermediate goods,Import,Import Product share(%),9.6427
Mauritania,2017,World,Consumer goods,Import,Import Product share(%),32.5308
Mauritania,2017,World,Capital goods,Import,Import Product share(%),51.9288
Mauritania,2014,World,Raw materials,Tariff,Weighted Average (%),10.87014152
Mauritania,2014,World,Intermediate goods,Tariff,Weighted Average (%),8.762020522
Mauritania,2014,World,Consumer goods,Tariff,Weighted Average (%),11.4540409
Mauritania,2014,World,Capital goods,Tariff,Weighted Average (%),6.285434901
Mauritania,2017,World,All Products,Trade Indicator,World Growth (%),5.681721991
Mauritania,2017,World,All Products,Trade Indicator,Country Growth (%),8.690977285
Mauritania,2014,World,All Products,Tariff,Simple Average (%),12.34471683
Mauritania,2014,World,All Products,Tariff,Weighted Average (%),8.616085759
Mauritania,2014,World,All Products,Tariff,Maximum Rate (%),20
Mauritania,2014,World,All Products,Tariff,Duty Free Tariff Lines Share (%),8.071990516
Mauritania,2017,...,...,Trade Indicator,Index of export market penetration,1.61952966
Mauritania,2017,...,...,Trade Indicator,HH Market concentration index,0.114890436
Mauritania,2018,...,...,Development,Trade Balance (% of GDP),-31.1254358
Mauritania,2018,...,...,Development,Trade in services (% of GDP),16.2227843
Mauritania,2018,...,...,Development,Trade (% of GDP),121.314334
Mauritania,2018,...,...,Development,"GNI per capita, Atlas method (current US$)",1160
Montserrat,2014,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.978013
Montserrat,2014,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.776724
Montserrat,2014,St. Kitts and Nevis,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.751024
Montserrat,2014,Trinidad and Tobago,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.326124
Montserrat,2014,Anguila,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,0.184849
Montserrat,2014,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,30.522615
Montserrat,2014,Trinidad and Tobago,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,2.506961
Montserrat,2014,United Kingdom,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,1.723078
Montserrat,2014,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,0.952461
Montserrat,2014,Canada,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,0.90662
Montserrat,2014,World,Animal,Export,Export(US$ Mil),0.001692
Montserrat,2014,World,Vegetable,Export,Export(US$ Mil),0.000588
Montserrat,2014,World,Food Products,Export,Export(US$ Mil),0.307342
Montserrat,2014,World,Minerals,Export,Export(US$ Mil),1.970702
Montserrat,2014,World,Fuels,Export,Export(US$ Mil),2.80E-05
Montserrat,2014,World,Chemicals,Export,Export(US$ Mil),0.024041
Montserrat,2014,World,Plastic or Rubber,Export,Export(US$ Mil),0.000439
Montserrat,2014,World,Hides and Skins,Export,Export(US$ Mil),0.011957
Montserrat,2014,World,Wood,Export,Export(US$ Mil),0.072971
Montserrat,2014,World,Textiles and Clothing,Export,Export(US$ Mil),0.004242
Montserrat,2014,World,Footwear,Export,Export(US$ Mil),0.000338
Montserrat,2014,World,Stone and Glass,Export,Export(US$ Mil),0.000382
Montserrat,2014,World,Metals,Export,Export(US$ Mil),0.079337
Montserrat,2014,World,Mach and Elec,Export,Export(US$ Mil),0.823035
Montserrat,2014,World,Transportation,Export,Export(US$ Mil),0.017613
Montserrat,2014,World,Miscellaneous,Export,Export(US$ Mil),0.061251
Montserrat,2014,World,Raw materials,Export,Export(US$ Mil),2.011986
Montserrat,2014,World,Intermediate goods,Export,Export(US$ Mil),0.062078
Montserrat,2014,World,Consumer goods,Export,Export(US$ Mil),0.39721
Montserrat,2014,World,Capital goods,Export,Export(US$ Mil),0.849839
Montserrat,2014,World,Raw materials,Import,Import(US$ Mil),1.977591
Montserrat,2014,World,Intermediate goods,Import,Import(US$ Mil),4.984195
Montserrat,2014,World,Consumer goods,Import,Import(US$ Mil),28.223002
Montserrat,2014,World,Capital goods,Import,Import(US$ Mil),6.558862
Montserrat,2014,World,All Products,Export,Exports (in US$ Mil),3.37596
Montserrat,2014,World,All Products,Import,Imports (in US$ Mil),41.909444
Montserrat,2013,World,All Products,Tariff,Duty Free Imports (US$ Thousand),4780.248
Montserrat,2013,...,...,Tariff,No. Of Tariff Agreement,1
Montserrat,2014,...,...,Import,No. Of Import partners,50
Montserrat,2014,...,...,Import,No. Of Import products,2170
Montserrat,2014,...,...,Export,No. Of Export partners,15
Montserrat,2014,...,...,Export,No. Of Export products,150
Montserrat,2014,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,28.9699
Montserrat,2014,France,All Products,Export,Partner share(%)-Top 5 Export Partner,23.0075
Montserrat,2014,St. Kitts and Nevis,All Products,Export,Partner share(%)-Top 5 Export Partner,22.2462
Montserrat,2014,Trinidad and Tobago,All Products,Export,Partner share(%)-Top 5 Export Partner,9.6602
Montserrat,2014,Anguila,All Products,Export,Partner share(%)-Top 5 Export Partner,5.4754
Montserrat,2014,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,72.8299
Montserrat,2014,Trinidad and Tobago,All Products,Import,Partner share(%)-Top 5 Import Partner,5.9819
Montserrat,2014,United Kingdom,All Products,Import,Partner share(%)-Top 5 Import Partner,4.1114
Montserrat,2014,Japan,All Products,Import,Partner share(%)-Top 5 Import Partner,2.2727
Montserrat,2014,Canada,All Products,Import,Partner share(%)-Top 5 Import Partner,2.1633
Montserrat,2014,World,Animal,Export,Export Product share(%),0.0501
Montserrat,2014,World,Vegetable,Export,Export Product share(%),0.0174
Montserrat,2014,World,Food Products,Export,Export Product share(%),9.1038
Montserrat,2014,World,Minerals,Export,Export Product share(%),58.3746
Montserrat,2014,World,Fuels,Export,Export Product share(%),0.0008
Montserrat,2014,World,Chemicals,Export,Export Product share(%),0.7121
Montserrat,2014,World,Plastic or Rubber,Export,Export Product share(%),0.013
Montserrat,2014,World,Hides and Skins,Export,Export Product share(%),0.3542
Montserrat,2014,World,Wood,Export,Export Product share(%),2.1615
Montserrat,2014,World,Textiles and Clothing,Export,Export Product share(%),0.1257
Montserrat,2014,World,Footwear,Export,Export Product share(%),0.01
Montserrat,2014,World,Stone and Glass,Export,Export Product share(%),0.0113
Montserrat,2014,World,Metals,Export,Export Product share(%),2.3501
Montserrat,2014,World,Mach and Elec,Export,Export Product share(%),24.3793
Montserrat,2014,World,Transportation,Export,Export Product share(%),0.5217
Montserrat,2014,World,Miscellaneous,Export,Export Product share(%),1.8143
Montserrat,2014,World,Raw materials,Export,Export Product share(%),59.5974
Montserrat,2014,World,Intermediate goods,Export,Export Product share(%),1.8388
Montserrat,2014,World,Consumer goods,Export,Export Product share(%),11.7658
Montserrat,2014,World,Capital goods,Export,Export Product share(%),25.1733
Montserrat,2014,World,Raw materials,Import,Import Product share(%),4.7187
Montserrat,2014,World,Intermediate goods,Import,Import Product share(%),11.8928
Montserrat,2014,World,Consumer goods,Import,Import Product share(%),67.3428
Montserrat,2014,World,Capital goods,Import,Import Product share(%),15.6501
Montserrat,2013,World,Raw materials,Tariff,Weighted Average (%),8.567826804
Montserrat,2013,World,Intermediate goods,Tariff,Weighted Average (%),10.53016395
Montserrat,2013,World,Consumer goods,Tariff,Weighted Average (%),11.85622169
Montserrat,2013,World,Capital goods,Tariff,Weighted Average (%),8.829447598
Montserrat,2014,World,All Products,Trade Indicator,World Growth (%),0.119506353
Montserrat,2014,World,All Products,Trade Indicator,Country Growth (%),-16.60674489
Montserrat,2013,World,All Products,Tariff,Simple Average (%),15.45580926
Montserrat,2013,World,All Products,Tariff,Weighted Average (%),10.97507192
Montserrat,2013,World,All Products,Tariff,Maximum Rate (%),65
Montserrat,2013,World,All Products,Tariff,Duty Free Tariff Lines Share (%),13.58550352
Montserrat,2014,...,...,Trade Indicator,Index of export market penetration,1.213734363
Montserrat,2014,...,...,Trade Indicator,HH Market concentration index,0.090902313
Martinique,1995,France,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,148.475104
Martinique,1995,Guadeloupe,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,30.202858
Martinique,1995,Belgium-Luxembourg,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,20.727336
Martinique,1995,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,16.899772
Martinique,1995,French Guiana,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,7.478515
Martinique,1995,France,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,1236.357248
Martinique,1995,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,73.371256
Martinique,1995,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,64.292728
Martinique,1995,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,56.449748
Martinique,1995,Unspecified,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,48.859316
Martinique,1995,World,Animal,Export,Export(US$ Mil),1.168245
Martinique,1995,World,Vegetable,Export,Export(US$ Mil),108.040663
Martinique,1995,World,Food Products,Export,Export(US$ Mil),41.261867
Martinique,1995,World,Minerals,Export,Export(US$ Mil),1.577296
Martinique,1995,World,Fuels,Export,Export(US$ Mil),43.175664
Martinique,1995,World,Chemicals,Export,Export(US$ Mil),5.126651
Martinique,1995,World,Plastic or Rubber,Export,Export(US$ Mil),0.652132
Martinique,1995,World,Hides and Skins,Export,Export(US$ Mil),0.170472
Martinique,1995,World,Wood,Export,Export(US$ Mil),1.687481
Martinique,1995,World,Textiles and Clothing,Export,Export(US$ Mil),0.830362
Martinique,1995,World,Footwear,Export,Export(US$ Mil),0.467273
Martinique,1995,World,Stone and Glass,Export,Export(US$ Mil),0.305414
Martinique,1995,World,Metals,Export,Export(US$ Mil),4.27798
Martinique,1995,World,Mach and Elec,Export,Export(US$ Mil),11.000124
Martinique,1995,World,Transportation,Export,Export(US$ Mil),20.36166
Martinique,1995,World,Miscellaneous,Export,Export(US$ Mil),1.812213
Martinique,1995,World,Raw materials,Export,Export(US$ Mil),105.957913
Martinique,1995,World,Intermediate goods,Export,Export(US$ Mil),7.612327
Martinique,1995,World,Consumer goods,Export,Export(US$ Mil),72.671519
Martinique,1995,World,Capital goods,Export,Export(US$ Mil),14.149208
Martinique,1995,World,Raw materials,Import,Import(US$ Mil),245.416377
Martinique,1995,World,Intermediate goods,Import,Import(US$ Mil),239.069933
Martinique,1995,World,Consumer goods,Import,Import(US$ Mil),982.351836
Martinique,1995,World,Capital goods,Import,Import(US$ Mil),424.107808
Martinique,1995,World,All Products,Export,Exports (in US$ Mil),241.915488
Martinique,1995,World,All Products,Import,Imports (in US$ Mil),1969.808128
Martinique,1995,...,...,Import,No. Of Import partners,129
Martinique,1995,...,...,Import,No. Of Import products,3369
Martinique,1995,...,...,Export,No. Of Export partners,50
Martinique,1995,...,...,Export,No. Of Export products,727
Martinique,1995,France,All Products,Export,Partner share(%)-Top 5 Export Partner,61.3748
Martinique,1995,Guadeloupe,All Products,Export,Partner share(%)-Top 5 Export Partner,12.4849
Martinique,1995,Belgium-Luxembourg,All Products,Export,Partner share(%)-Top 5 Export Partner,8.568
Martinique,1995,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,6.9858
Martinique,1995,French Guiana,All Products,Export,Partner share(%)-Top 5 Export Partner,3.0914
Martinique,1995,France,All Products,Import,Partner share(%)-Top 5 Import Partner,62.7654
Martinique,1995,Italy,All Products,Import,Partner share(%)-Top 5 Import Partner,3.7248
Martinique,1995,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,3.2639
Martinique,1995,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,2.8657
Martinique,1995,Unspecified,All Products,Import,Partner share(%)-Top 5 Import Partner,2.4804
Martinique,1995,World,Animal,Export,Export Product share(%),0.4829
Martinique,1995,World,Vegetable,Export,Export Product share(%),44.6605
Martinique,1995,World,Food Products,Export,Export Product share(%),17.0563
Martinique,1995,World,Minerals,Export,Export Product share(%),0.652
Martinique,1995,World,Fuels,Export,Export Product share(%),17.8474
Martinique,1995,World,Chemicals,Export,Export Product share(%),2.1192
